"ID","Pred"
"2015_1107_1112",0.0654116918087783
"2015_1107_1116",0.155944408543805
"2015_1107_1124",0.106174367114924
"2015_1107_1125",0.500833620383972
"2015_1107_1129",0.20421634326145
"2015_1107_1138",0.447919008287699
"2015_1107_1139",0.151888813866859
"2015_1107_1140",0.391523059061059
"2015_1107_1153",0.28335184133258
"2015_1107_1157",0.511394660755794
"2015_1107_1172",0.2901701842988
"2015_1107_1173",0.274297158596479
"2015_1107_1181",0.0661517102355634
"2015_1107_1186",0.527745149917384
"2015_1107_1207",0.131607529275476
"2015_1107_1208",0.341731789227415
"2015_1107_1209",0.433855770215957
"2015_1107_1211",0.0938944326507406
"2015_1107_1214",0.511941159343082
"2015_1107_1217",0.505212538666264
"2015_1107_1231",0.355356825684618
"2015_1107_1234",0.207587408850546
"2015_1107_1235",0.134753128377659
"2015_1107_1242",0.110440942818359
"2015_1107_1246",0.0429708462925751
"2015_1107_1248",0.560485356603759
"2015_1107_1257",0.113344977300789
"2015_1107_1261",0.396215727191487
"2015_1107_1264",0.52022987723487
"2015_1107_1268",0.192082244937504
"2015_1107_1277",0.179395602906689
"2015_1107_1279",0.246609291643042
"2015_1107_1295",0.502493317007322
"2015_1107_1301",0.274126769610024
"2015_1107_1308",0.46318020419366
"2015_1107_1314",0.156254232990943
"2015_1107_1316",0.541545695539722
"2015_1107_1318",0.514233592728616
"2015_1107_1320",0.141903282195542
"2015_1107_1323",0.143318004107911
"2015_1107_1326",0.207247208581945
"2015_1107_1328",0.0883946223367545
"2015_1107_1329",0.325517593783296
"2015_1107_1332",0.323355515826031
"2015_1107_1344",0.190247528757484
"2015_1107_1345",0.31526181657932
"2015_1107_1352",0.524366952970187
"2015_1107_1361",0.250241681172856
"2015_1107_1372",0.360843936112867
"2015_1107_1374",0.143365349037136
"2015_1107_1385",0.372723113734358
"2015_1107_1400",0.318707265528746
"2015_1107_1411",0.511713393057741
"2015_1107_1412",0.488952705527618
"2015_1107_1414",0.47561255099777
"2015_1107_1417",0.252459689539244
"2015_1107_1428",0.0926168776417254
"2015_1107_1433",0.158074587705884
"2015_1107_1434",0.448773206436058
"2015_1107_1437",0.0491977633794634
"2015_1107_1438",0.0747224496957691
"2015_1107_1452",0.115856646055305
"2015_1107_1455",0.154620970437767
"2015_1107_1458",0.0458229789860993
"2015_1107_1459",0.442359208917683
"2015_1107_1461",0.441517931692892
"2015_1107_1462",0.187216146156438
"2015_1112_1116",0.823996335081126
"2015_1112_1124",0.686882104666108
"2015_1112_1125",0.958014436623343
"2015_1112_1129",0.816195472505177
"2015_1112_1138",0.887419670325766
"2015_1112_1139",0.783273908587916
"2015_1112_1140",0.862265480210673
"2015_1112_1153",0.826644872418247
"2015_1112_1157",0.95479242844979
"2015_1112_1172",0.851220705303763
"2015_1112_1173",0.851442498354892
"2015_1112_1181",0.486218427916433
"2015_1112_1186",0.921540628696608
"2015_1112_1207",0.708559035711226
"2015_1112_1208",0.879271561605402
"2015_1112_1209",0.892205793305704
"2015_1112_1211",0.510461494997043
"2015_1112_1214",0.969763241788241
"2015_1112_1217",0.91868635454849
"2015_1112_1231",0.871254744715859
"2015_1112_1234",0.836190620242493
"2015_1112_1235",0.702921557204481
"2015_1112_1242",0.742152835645175
"2015_1112_1246",0.478202018659262
"2015_1112_1248",0.975
"2015_1112_1257",0.663018855404818
"2015_1112_1261",0.887403651538239
"2015_1112_1264",0.973106371626681
"2015_1112_1268",0.788791755051292
"2015_1112_1277",0.799543559807313
"2015_1112_1279",0.837390852364435
"2015_1112_1295",0.968732034834035
"2015_1112_1301",0.830762113216863
"2015_1112_1308",0.924228542455292
"2015_1112_1314",0.756398919512614
"2015_1112_1316",0.962209132093395
"2015_1112_1318",0.936074242223378
"2015_1112_1320",0.775357681978539
"2015_1112_1323",0.637644478722091
"2015_1112_1326",0.824168495318773
"2015_1112_1328",0.680582496753255
"2015_1112_1329",0.860135239036324
"2015_1112_1332",0.861813055661382
"2015_1112_1344",0.826978073298317
"2015_1112_1345",0.876452596982533
"2015_1112_1352",0.973848299531603
"2015_1112_1361",0.817839379743189
"2015_1112_1372",0.844456400684896
"2015_1112_1374",0.795098958120129
"2015_1112_1385",0.873231216467437
"2015_1112_1400",0.853310564339784
"2015_1112_1411",0.971904660531479
"2015_1112_1412",0.95312172199164
"2015_1112_1414",0.918178078798101
"2015_1112_1417",0.840575227572932
"2015_1112_1428",0.664260363468551
"2015_1112_1433",0.792547904788979
"2015_1112_1434",0.88345817458558
"2015_1112_1437",0.490277736334022
"2015_1112_1438",0.528175466992037
"2015_1112_1452",0.829762935085095
"2015_1112_1455",0.758374193950841
"2015_1112_1458",0.48143880301945
"2015_1112_1459",0.888709043188498
"2015_1112_1461",0.888680741913531
"2015_1112_1462",0.855254275723993
"2015_1116_1124",0.483596200365323
"2015_1116_1125",0.897431166503498
"2015_1116_1129",0.553225318023261
"2015_1116_1138",0.746374126411834
"2015_1116_1139",0.485992423261031
"2015_1116_1140",0.690672160631201
"2015_1116_1153",0.566525643333806
"2015_1116_1157",0.91900076118731
"2015_1116_1172",0.628378873431906
"2015_1116_1173",0.575883047103323
"2015_1116_1181",0.204902575335306
"2015_1116_1186",0.858772750156598
"2015_1116_1207",0.47439643777433
"2015_1116_1208",0.635949115023971
"2015_1116_1209",0.770133307991365
"2015_1116_1211",0.221151273759258
"2015_1116_1214",0.943814194208502
"2015_1116_1217",0.831396983598502
"2015_1116_1231",0.61255981191959
"2015_1116_1234",0.508032937359975
"2015_1116_1235",0.496281211318556
"2015_1116_1242",0.500913421184313
"2015_1116_1246",0.145682768803823
"2015_1116_1248",0.967582628722486
"2015_1116_1257",0.467891775546333
"2015_1116_1261",0.640735565732039
"2015_1116_1264",0.950762257593688
"2015_1116_1268",0.54134580159358
"2015_1116_1277",0.497587692279616
"2015_1116_1279",0.555932106201837
"2015_1116_1295",0.902473181366073
"2015_1116_1301",0.577108166344373
"2015_1116_1308",0.818495403032979
"2015_1116_1314",0.510931429079906
"2015_1116_1316",0.93395918370661
"2015_1116_1318",0.872101519916923
"2015_1116_1320",0.486292956773014
"2015_1116_1323",0.47136456615801
"2015_1116_1326",0.529248923574886
"2015_1116_1328",0.484291212268653
"2015_1116_1329",0.580124349917888
"2015_1116_1332",0.615928931713062
"2015_1116_1344",0.510359070641774
"2015_1116_1345",0.593967994691518
"2015_1116_1352",0.957708938082871
"2015_1116_1361",0.550932995874347
"2015_1116_1372",0.604655550040446
"2015_1116_1374",0.485039172609187
"2015_1116_1385",0.629183555584971
"2015_1116_1400",0.593722970886697
"2015_1116_1411",0.924496137217716
"2015_1116_1412",0.875654678786936
"2015_1116_1414",0.82584183451557
"2015_1116_1417",0.571438944303901
"2015_1116_1428",0.356190131484928
"2015_1116_1433",0.494907689701493
"2015_1116_1434",0.757990849992733
"2015_1116_1437",0.186664364572647
"2015_1116_1438",0.265400710732539
"2015_1116_1452",0.487400175121588
"2015_1116_1455",0.488421966725921
"2015_1116_1458",0.176270932660416
"2015_1116_1459",0.695819281561455
