Season,DayNum,T1_TeamID,T1_Score,T2_TeamID,T2_Score,location,NumOT,win,seedT1,divisionT1,seedT2,divisionT2,seed_diff,T1_quality,T2_quality,T1_powerrank,T2_powerrank,SystemName,OrdinalRankT1,OrdinalRankT2,TeamNameT1,adj_emT1,rankT1,adj_oT1,adj_dT1,luckT1,TeamNameT2,adj_emT2,rankT2,adj_oT2,adj_dT2,luckT2,T1_FGM,T1_FGA,T1_FGM3,T1_FGA3,T1_OR,T1_Ast,T1_TO,T1_Stl,T1_PF,T1_opponent_FGM,T1_opponent_FGA,T1_opponent_FGM3,T1_opponent_FGA3,T1_opponent_OR,T1_opponent_Ast,T1_opponent_TO,T1_opponent_Stl,T1_opponent_Blk,T1_PointDiff,T2_FGM,T2_FGA,T2_FGM3,T2_FGA3,T2_OR,T2_Ast,T2_TO,T2_Stl,T2_PF,T2_opponent_FGM,T2_opponent_FGA,T2_opponent_FGM3,T2_opponent_FGA3,T2_opponent_OR,T2_opponent_Ast,T2_opponent_TO,T2_opponent_Stl,T2_opponent_Blk,T2_PointDiff,T1_win_ratio_14d,T2_win_ratio_14d
2007,134,1310,77,1197,69,N,0,1,16,Z,16,Z,0,0.08506500463951658,0.03311981184309964,16.0,17.0,POM,169,256,Niagara,-2.3999999999999915,169,105.2,107.6,0.094,Florida A&M,-13.0,256,97.7,110.7,0.111,26.40909090909091,58.81818181818182,8.681818181818182,22.181818181818183,14.0,14.409090909090908,13.545454545454545,6.454545454545454,16.227272727272727,26.954545454545453,60.31818181818182,5.2727272727272725,17.545454545454547,11.0,13.0,13.681818181818182,5.863636363636363,3.0,2.3333333333333335,24.555555555555557,51.166666666666664,5.777777777777778,14.944444444444445,12.722222222222221,13.61111111111111,16.555555555555557,6.833333333333333,17.444444444444443,21.72222222222222,55.0,8.11111111111111,25.333333333333332,11.277777777777779,11.333333333333334,15.11111111111111,6.666666666666667,2.3333333333333335,-1.3870967741935485,1.0,1.0
2007,137,1310,67,1242,107,N,0,0,16,Z,1,Z,15,0.08506500463951658,4.205627117412768,16.0,2.0,POM,169,2,Niagara,-2.3999999999999915,169,105.2,107.6,0.094,Kansas,36.90000000000001,2,118.0,81.1,0.027000000000000003,26.40909090909091,58.81818181818182,8.681818181818182,22.181818181818183,14.0,14.409090909090908,13.545454545454545,6.454545454545454,16.227272727272727,26.954545454545453,60.31818181818182,5.2727272727272725,17.545454545454547,11.0,13.0,13.681818181818182,5.863636363636363,3.0,2.3333333333333335,29.533333333333335,59.3,6.166666666666667,15.9,12.9,17.233333333333334,13.766666666666667,9.233333333333333,18.6,20.633333333333333,56.733333333333334,6.366666666666666,20.866666666666667,12.0,10.766666666666667,16.933333333333334,6.533333333333333,3.2333333333333334,17.41176470588235,1.0,1.0
2007,145,1417,68,1242,55,N,0,1,2,Z,1,Z,1,5.096328363307361,4.205627117412768,1.0,2.0,POM,8,2,UCLA,30.89999999999999,8,117.6,86.7,0.012,Kansas,36.90000000000001,2,118.0,81.1,0.027000000000000003,27.4,54.8,6.8,17.84,10.44,15.2,12.12,7.28,15.16,22.28,51.68,4.68,13.96,8.96,12.16,15.8,4.6,2.48,11.4,29.533333333333335,59.3,6.166666666666667,15.9,12.9,17.233333333333334,13.766666666666667,9.233333333333333,18.6,20.633333333333333,56.733333333333334,6.366666666666666,20.866666666666667,12.0,10.766666666666667,16.933333333333334,6.533333333333333,3.2333333333333334,17.41176470588235,0.3333333333333333,1.0
2007,139,1246,76,1242,88,N,0,0,8,Z,1,Z,7,1.6412945420777498,4.205627117412768,6.0,2.0,POM,18,2,Kentucky,26.8,18,117.6,90.8,-0.039,Kansas,36.90000000000001,2,118.0,81.1,0.027000000000000003,27.285714285714285,55.19047619047619,7.333333333333333,18.904761904761905,10.571428571428571,16.714285714285715,13.952380952380953,6.0,14.0,23.19047619047619,61.333333333333336,7.476190476190476,23.666666666666668,13.142857142857142,11.523809523809524,13.19047619047619,6.285714285714286,3.142857142857143,6.15625,29.533333333333335,59.3,6.166666666666667,15.9,12.9,17.233333333333334,13.766666666666667,9.233333333333333,18.6,20.633333333333333,56.733333333333334,6.366666666666666,20.866666666666667,12.0,10.766666666666667,16.933333333333334,6.533333333333333,3.2333333333333334,17.41176470588235,0.5,1.0
2007,143,1356,58,1242,61,N,0,0,4,Z,1,Z,3,1.9207365550123676,4.205627117412768,4.0,2.0,POM,35,2,S Illinois,21.400000000000006,35,108.9,87.5,0.026,Kansas,36.90000000000001,2,118.0,81.1,0.027000000000000003,21.73076923076923,47.23076923076923,6.1923076923076925,16.346153846153847,9.692307692307692,11.884615384615385,13.384615384615385,6.538461538461538,19.653846153846153,18.192307692307693,43.92307692307692,5.538461538461538,15.307692307692308,8.384615384615385,9.26923076923077,15.384615384615385,6.153846153846154,2.5,5.9375,29.533333333333335,59.3,6.166666666666667,15.9,12.9,17.233333333333334,13.766666666666667,9.233333333333333,18.6,20.633333333333333,56.733333333333334,6.366666666666666,20.866666666666667,12.0,10.766666666666667,16.933333333333334,6.533333333333333,3.2333333333333334,17.41176470588235,0.6666666666666666,1.0
2007,152,1417,66,1196,76,N,0,0,2,Z,1,Y,1,5.096328363307361,4.36007181057476,1.0,2.0,POM,8,3,UCLA,30.89999999999999,8,117.6,86.7,0.012,Florida,36.1,3,122.6,86.5,0.006,27.4,54.8,6.8,17.84,10.44,15.2,12.12,7.28,15.16,22.28,51.68,4.68,13.96,8.96,12.16,15.8,4.6,2.48,11.4,29.24137931034483,54.48275862068966,7.275862068965517,17.03448275862069,10.96551724137931,16.724137931034484,13.310344827586206,7.137931034482759,14.931034482758621,22.137931034482758,57.724137931034484,4.862068965517241,17.862068965517242,11.241379310344827,9.89655172413793,13.517241379310345,6.896551724137931,2.4827586206896552,17.764705882352942,0.3333333333333333,0.8
2007,154,1326,75,1196,84,N,0,0,1,X,1,Y,0,10.182402106590246,4.36007181057476,1.0,2.0,POM,4,3,Ohio St,35.5,4,121.7,86.2,0.05,Florida,36.1,3,122.6,86.5,0.006,26.233333333333334,55.0,7.133333333333334,20.066666666666666,11.233333333333333,15.733333333333333,11.5,6.833333333333333,13.0,21.9,57.1,6.566666666666666,21.333333333333332,11.4,12.166666666666666,14.133333333333333,4.766666666666667,2.066666666666667,13.484848484848484,29.24137931034483,54.48275862068966,7.275862068965517,17.03448275862069,10.96551724137931,16.724137931034484,13.310344827586206,7.137931034482759,14.931034482758621,22.137931034482758,57.724137931034484,4.862068965517241,17.862068965517242,11.241379310344827,9.89655172413793,13.517241379310345,6.896551724137931,2.4827586206896552,17.764705882352942,1.0,0.8
2007,144,1139,57,1196,65,N,0,0,5,Y,1,Y,4,1.0362661078139754,4.36007181057476,11.0,2.0,POM,27,3,Butler,24.0,27,117.6,93.6,0.008,Florida,36.1,3,122.6,86.5,0.006,21.96,49.0,9.16,23.88,8.76,12.64,9.48,5.28,18.52,18.48,47.8,4.44,15.04,10.36,8.92,13.44,3.56,2.4,11.35483870967742,29.24137931034483,54.48275862068966,7.275862068965517,17.03448275862069,10.96551724137931,16.724137931034484,13.310344827586206,7.137931034482759,14.931034482758621,22.137931034482758,57.724137931034484,4.862068965517241,17.862068965517242,11.241379310344827,9.89655172413793,13.517241379310345,6.896551724137931,2.4827586206896552,17.764705882352942,0.5,0.8
2007,137,1238,69,1196,112,N,0,0,16,Y,1,Y,15,0.03663575322974806,4.36007181057476,16.0,2.0,POM,292,3,Jackson St,-16.799999999999994,292,94.9,111.7,0.121,Florida,36.1,3,122.6,86.5,0.006,26.25,59.05,6.4,17.9,13.7,14.6,14.4,8.1,20.1,22.6,54.9,5.3,17.5,13.25,10.9,17.7,6.15,3.2,-1.2727272727272727,29.24137931034483,54.48275862068966,7.275862068965517,17.03448275862069,10.96551724137931,16.724137931034484,13.310344827586206,7.137931034482759,14.931034482758621,22.137931034482758,57.724137931034484,4.862068965517241,17.862068965517242,11.241379310344827,9.89655172413793,13.517241379310345,6.896551724137931,2.4827586206896552,17.764705882352942,0.8333333333333334,0.8
2007,146,1332,77,1196,85,N,0,0,3,Y,1,Y,2,3.0274790132989757,4.36007181057476,3.0,2.0,POM,21,3,Oregon,25.8,21,118.8,93.0,0.021,Florida,36.1,3,122.6,86.5,0.006,26.46153846153846,57.34615384615385,9.538461538461538,23.692307692307693,12.23076923076923,14.884615384615385,13.038461538461538,7.576923076923077,15.384615384615385,23.692307692307693,56.30769230769231,5.384615384615385,18.53846153846154,10.692307692307692,12.0,16.153846153846153,6.230769230769231,3.730769230769231,10.454545454545455,29.24137931034483,54.48275862068966,7.275862068965517,17.03448275862069,10.96551724137931,16.724137931034484,13.310344827586206,7.137931034482759,14.931034482758621,22.137931034482758,57.724137931034484,4.862068965517241,17.862068965517242,11.241379310344827,9.89655172413793,13.517241379310345,6.896551724137931,2.4827586206896552,17.764705882352942,1.0,0.8
